epoch,step,train_loss_epoch,val_loss_epoch,val_loss_step
,0,,,45.24040603637695
,1,,,45.957130432128906
,2,,,33.915855407714844
,3,,,49.5901985168457
,4,,,44.526954650878906
0,9,,43.846107482910156,
0,9,43.695533752441406,,
,5,,,41.47174835205078
,6,,,45.77227020263672
,7,,,26.68686866760254
,8,,,36.99329376220703
,9,,,40.15896987915039
1,19,,38.21662902832031,
1,19,41.78645324707031,,
,10,,,34.735321044921875
,11,,,37.64009094238281
,12,,,28.227087020874023
,13,,,41.7962646484375
,14,,,40.26777267456055
2,29,,36.53330993652344,
2,29,34.93049621582031,,
,15,,,28.3526611328125
,16,,,33.551815032958984
,17,,,30.30506706237793
,18,,,32.5571174621582
,19,,,30.622236251831055
3,39,,31.077777862548828,
3,39,30.999160766601562,,
